1;1;4;2,4,5,7;donnée;text;méthode post;programmation;site;langage de script;list;méthode;timestamp;files
1;1;4;2,4,5,7;0,1,2,3,4,5,6,7;1,2,3,4,5,6;0,1,2,3,4,5,6,7;0,2,5,7;0,4,5,7;0,1,2,3,4,5,6,7;4;2,4,5,6,7;2,3;2,4,7
2;1;0;;xml;configuration;composer;doctype
2;1;0;;4;0,1,6;5,6,7;1,3,5
3;1;1;6;base de donnée;insert;varchar;null
3;1;1;6;0,2,3,6,7;6;4,5;1,3,4,5,6
4;1;2;4,7;typage;mot;moteur;affiche;transaction;visiteur
4;1;2;4,7;0,1,2,3,4,5,6,7;1,2,3,4,5,6;7;0,1,2,3,4,5,6,7;7;4
5;1;6;0,1,2,4,5,6;fichier;commentaire;case à cocher;interpréter;côté serveur;serveur;côté client
5;1;6;0,1,2,4,5,6;0,1,2,3,4,5,6,7;0,1,2,4;1,4,5,7;0,2,3,7;0,4,5,6;0,1,2,3,4,5,6;0,6
6;1;4;1,2,5,7;url;langage;case;fermeture;session;chaîne;entête;avoir accès
6;1;4;1,2,5,7;1,2,4,5,6,7;0,1,2,3;1;;0,1,2,4,5,6,7;0,1,2,3,4,7;2,5,7;1,3,5,6,7
7;1;7;0,1,2,3,5,6,7;page web;navigateur;serveur web;texte;concerner;délimiter;utilisateur;associer;personne;machine;mysql
7;1;7;0,1,2,3,5,6,7;0,1,4,5,7;0,1,2,3,4,5,6,7;0;0,1,2,3,4,5,6;1,2,3,6,7;0,1,2,3,4,5,6,7;0,2,3,6,7;2,5,6,7;0,1,4,5,6,7;6,7;0,1,2,3,6,7
8;1;8;0,1,2,3,4,5,6,7;php;code;fois;post;jour;foreach;cle;classe;class;mysqli
8;1;8;0,1,2,3,4,5,6,7;0,1,2,3,4,5,6,7;0,2,4,5,6,7;0,1,2,3,4,5,7;1,2,3,4,5,6,7;0,2,3,4,7;1,2,3,4,5,7;1,2;0,1,2,4,6,7;4,5,6,7;
