1;science;computer;statecharts;systems;mathematics;state;state machine;diagrams;behavior;example;kind;way;set;number;state transition;triggering;orthogonality;possible;semantics;automata;history;effect;simultaneous;light;second;timers;definition;police
2;david harel;units;determinism;syntax;formal syntax;operational semantics;higraphs;large number;interaction diagram;deterministic finite state automata;fsa
3;automobiles;hierarchical;defined;types;multiple;stateflow;inner;deep;fsms;state actions
4;language;simulation;nature;workflows;plant;code;autonomous;red light
5;communication;reactive systems;time;broadcast;c d;current;include;superstate
6;complex;problem;information;concept;sec;require;merely;substates;entity;composite;transition state;composite states;simple;atomic;activity diagrams;basic
7;occurring;america;possibility;conditional;condition c;logical value;summary
8;complex system;networks;output;tool;main;achieved;application;reg;subset;management;finite;new york;automata theory;sequence;goal;scenario;city;strategy;transducer;traffic light;bit;gate;flip-flop
